iter	Logloss	Accuracy
884	0.1264061373	0.9552952726
885	0.1264060819	0.9552952726
886	0.126374052	0.9552856483
887	0.1263642326	0.9552663998
888	0.1263373008	0.9552856483
889	0.1263204761	0.9553337696
890	0.1262914955	0.9553241454
891	0.1262361017	0.9553530182
892	0.1262266084	0.9553722667
893	0.1261871918	0.9553626424
894	0.126165639	0.9554011395
895	0.1261416602	0.9553626424
896	0.1261247608	0.9554011395
897	0.1261048822	0.9554203881
898	0.1260762123	0.9554396366
899	0.1260758337	0.9554492609
900	0.1260462925	0.9554203881
901	0.1260248789	0.9554685094
902	0.1260117891	0.9554492609
903	0.1259901582	0.9554300123
904	0.1259744292	0.9554300123
905	0.125956869	0.9554588851
906	0.1259540963	0.9554492609
907	0.1259327888	0.9554588851
908	0.1259248739	0.9554685094
909	0.1258866823	0.9554492609
910	0.125859207	0.9554781337
911	0.125841423	0.9554588851
912	0.1258180371	0.9554877579
913	0.1257537034	0.955526255
914	0.1257237805	0.9555551278
915	0.1257107765	0.955526255
916	0.1256709079	0.9556032492
917	0.125648058	0.9555358793
918	0.1256212588	0.9555647521
919	0.1255924674	0.9556224977
920	0.1255583802	0.9556417462
921	0.1255127766	0.9556802433
922	0.1254738618	0.9556898676
923	0.1254467528	0.955670619
924	0.1254223357	0.9556898676
925	0.1253893652	0.9557091161
926	0.1253851362	0.9556994918
927	0.1253838167	0.9556994918
928	0.1253532331	0.9556802433
929	0.1253248348	0.9556898676
930	0.1253158719	0.9557091161
931	0.1252819576	0.9556802433
932	0.1252564876	0.9557091161
933	0.1252366537	0.9557187404
934	0.1251793693	0.9556898676
935	0.1251620747	0.9557091161
936	0.1251147653	0.9557476132
937	0.1250877855	0.955776486
938	0.1250840844	0.9557861103
939	0.1250647803	0.9558053588
940	0.1250376203	0.9557668617
941	0.1250125894	0.9557957345
942	0.1250091568	0.9558053588
943	0.1250069801	0.9558053588
944	0.1249930859	0.9558053588
945	0.1249930784	0.9558053588
946	0.1249555285	0.9558149831
947	0.1249422458	0.9558053588
948	0.1249374446	0.9558053588
949	0.1248869703	0.9558342316
950	0.1248616086	0.9558631044
951	0.1248464497	0.9558534801
952	0.1248207328	0.9558727287
953	0.1248050236	0.9558823529
954	0.1247787543	0.9558823529
955	0.1247402782	0.9558823529
956	0.1247171609	0.9558823529
957	0.124699055	0.9559016015
958	0.1246643317	0.95592085
959	0.1246472597	0.9559016015
960	0.1246456037	0.9558919772
961	0.1246369614	0.9559016015
962	0.1245881696	0.9558727287
963	0.1245619673	0.9558919772
964	0.1245497478	0.9558919772
965	0.1245373352	0.9559016015
966	0.1245103854	0.95592085
967	0.1244973464	0.95592085
968	0.124479369	0.95592085
969	0.124436325	0.95592085
970	0.1244127468	0.9559016015
971	0.1243824695	0.9559112257
972	0.1243497684	0.95592085
973	0.1243346382	0.95592085
974	0.1243077827	0.9559304743
975	0.1242421231	0.9560074684
976	0.1242289564	0.9560170927
977	0.1242114606	0.9560074684
978	0.124180204	0.9560459655
979	0.1241480738	0.9560748383
980	0.1241391959	0.9560844626
981	0.1241057678	0.9560748383
982	0.1240973644	0.956065214
983	0.1240795063	0.9560940868
984	0.124054522	0.9560748383
985	0.1240326744	0.956065214
986	0.1240254506	0.9560844626
987	0.1239913652	0.9560844626
988	0.1239909871	0.9560748383
989	0.1239450116	0.9560459655
990	0.1239386453	0.9560459655
991	0.1239064501	0.9560459655
992	0.1239007216	0.9560363412
993	0.1238887738	0.9560555898
994	0.1238548022	0.956065214
995	0.1238351138	0.9560459655
996	0.1238172694	0.9561133354
997	0.1237860031	0.9561037111
998	0.1237344958	0.9561325839
999	0.1236758396	0.9561518325
